ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Annotation
Comanche-1_nonot-1,5,Comanche,1_nonot,ke,ke,,,Miller1984,1_nonot-1,false,,,
Comanche-2_many-1,37,Comanche,2_many,soo-tɨ,soo-tɨ,,,Miller1984,2_many-2,false,,,
Comanche-3_one-1,69,Comanche,3_one,sɨmmɨ,sɨmmɨ,,,Miller1984,3_one-1,false,,,
Comanche-4_two-1,101,Comanche,4_two,waha-,waha-,,,Miller1984,4_two-3,false,,,
Comanche-5_big-1,133,Comanche,5_big,pia,pia,,,Miller1984,5_big-2,false,,,
Comanche-6_old-1,165,Comanche,6_old,cuku-,cuku-,,,Miller1984,6_old-3,false,,,
Comanche-7_small-1,197,Comanche,7_small,tɨe,tɨe,,,Miller1984,7_small-1,false,,,
Comanche-8_short-1,229,Comanche,8_short,paʔitɨɨci,paʔitɨɨci,,,Miller1984,8_short-17,false,,,JHH: Not (2)
Comanche-9_long-1,261,Comanche,9_long,paʔa-,paʔa-,,,Miller1984,9_long-3,false,,,
Comanche-10_new-1,293,Comanche,10_new,ɨkɨ,ɨkɨ,,,Miller1984,10_new-2,false,,,
Comanche-11_good-1,325,Comanche,11_good,caa-tɨ,caa-tɨ,,,Miller1984,11_good-1,false,,,
Comanche-12_round-1,357,Comanche,12_round,topponi-tɨ,topponi-tɨ,,,Miller1984,12_round-3,false,,,
Comanche-13_heavy-1,389,Comanche,13_heavy,puhtu,puhtu,,,Miller1984,13_heavy-2,false,,,Comanche Dictionary and Gramma (1990)
Comanche-14_dry-1,421,Comanche,14_dry,pasa,pasa,,,Miller1984,14_dry-1,false,,,
Comanche-15_sharpblade-1,453,Comanche,15_sharpblade,kɨma,kɨma,,,Miller1984,15_sharpblade-1,false,,,
Comanche-16_dirty-1,485,Comanche,16_dirty,tuucaa-,tuucaa-,,,Miller1984,16_dirty-1,false,,,
Comanche-16_dirty-2,5066,Comanche,16_dirty,tuccai,tuccai,,,Miller1984,16_dirty-1,false,,,
Comanche-17_full-1,517,Comanche,17_full,tɨppe-tɨ,tɨppe-tɨ,,,Miller1984,17_full-1,false,,,
Comanche-18_cold-1,549,Comanche,18_cold,ɨicɨʔi,ɨicɨʔi,,,Miller1984,18_cold-1,false,,,
Comanche-19_hot-1,581,Comanche,19_hot,ɨrɨʔi,ɨrɨʔi,,,Miller1984,19_hot-1,false,,,
Comanche-20_woman-1,613,Comanche,20_woman,waʔippɨ,waʔippɨ,,,Miller1984,20_woman-1,false,,,
Comanche-21_man-1,645,Comanche,21_man,tenappɨʔ,tenappɨʔ,,,Miller1984,21_man-2,false,,,
Comanche-22_person-1,677,Comanche,22_person,nɨmɨ,nɨmɨ,,,Miller1984,22_person-1,false,,,
Comanche-23_fish-1,709,Comanche,23_fish,pekwi,pekwi,,,Miller1984,23_fish-1,false,,,
Comanche-24_bird-1,741,Comanche,24_bird,kuccuu,kuccuu,,,Miller1984,24_bird-2,false,,,
Comanche-25_dog-1,773,Comanche,25_dog,sarii,sarii,,,Miller1984,25_dog-2,false,,,
Comanche-26_louse-1,805,Comanche,26_louse,pusia,pusia,,,Miller1984,26_louse-1,false,,,
Comanche-27_snake-1,837,Comanche,27_snake,kwasi-naboo,kwasi-naboo,,,Miller1984,27_snake-13,false,,,"JHH: Not 1. kwasi is ""tail"". I don't know what naboo means."
Comanche-28_tree-1,869,Comanche,28_tree,huup-pi,huup-pi,,,Miller1984,28_tree-2,false,,,"(also =stick, wood)"
Comanche-29_bark-1,900,Comanche,29_bark,poʔa,poʔa,,,Canonge1958,29_bark-1,false,,,
Comanche-30_leaf-1,932,Comanche,30_leaf,puhippɨh,puhippɨh,,,Miller1984,30_leaf-8,false,,,
Comanche-31_root-1,964,Comanche,31_root,tɨrana,tɨrana,,,Miller1984,31_root-1,false,,,
Comanche-32_seed-1,996,Comanche,32_seed,pehe,pehe,,,Miller1984,32_seed-2,false,,,
Comanche-33_blood-1,1028,Comanche,33_blood,pɨɨp-pin,pɨɨp-pin,,,Miller1984,33_blood-1,false,,,
Comanche-34_meat-1,1060,Comanche,34_meat,tɨkkappɨh,tɨkkappɨh,,,Miller1984,34_meat-1,false,,,
Comanche-35_skin-1,1092,Comanche,35_skin,poʔoaʔ,poʔoaʔ,,,Miller1984,35_skin-1,false,,,(=#29)
Comanche-36_bone-1,1124,Comanche,36_bone,cuhni,cuhni,,,Miller1984,36_bone-2,false,,,
Comanche-37_greasefat-1,1156,Comanche,37_greasefat,yuhu,yuhu,,,Miller1984,37_greasefat-1,false,,,
Comanche-38_egg-1,1188,Comanche,38_egg,noyo,noyo,,,Miller1984,38_egg-1,false,,,
Comanche-39_horn-1,1220,Comanche,39_horn,aa,aa,,,Miller1984,39_horn-1,false,,,
Comanche-40_tail-1,1252,Comanche,40_tail,kwasi,kwasi,,,Miller1984,40_tail-1,false,,,
Comanche-41_feather-1,1284,Comanche,41_feather,sia,sia,,,Miller1984,41_feather-2,false,,,
Comanche-42_hair-1,1316,Comanche,42_hair,papi,papi,,,Miller1984,42_hair-3,false,,,"= ""head/hair"""
Comanche-43_head-1,1348,Comanche,43_head,papi,papi,,,Miller1984,43_head-2,false,,,(=#42)
Comanche-44_ear-1,1380,Comanche,44_ear,naki,naki,,,Miller1984,44_ear-1,false,,,
Comanche-45_eye-1,1412,Comanche,45_eye,pui,pui,,,Miller1984,45_eye-1,false,,,
Comanche-46_nose-1,1444,Comanche,46_nose,muvi,muvi,,,Miller1984,46_nose-1,false,,,
Comanche-47_mouth-1,1476,Comanche,47_mouth,tɨpe,tɨpe,,,Miller1984,47_mouth-1,false,,,
Comanche-48_tooth-1,1507,Comanche,48_tooth,tama,tama,,,Miller1984,48_tooth-1,false,,,
Comanche-49_tongue-1,1539,Comanche,49_tongue,eko,eko,,,Miller1984,49_tongue-1,false,,,
Comanche-50_clawnail-1,1571,Comanche,50_clawnail,(ma)-sito,-sito,,,Miller1984,50_clawnail-1,false,,,
Comanche-51_foot-1,1603,Comanche,51_foot,nape,nape,,,Miller1984,51_foot-2,false,,,
Comanche-52_knee-1,1635,Comanche,52_knee,tanna-ppɨh,tanna-ppɨh,,,Miller1984,52_knee-1,false,,,
Comanche-53_hand-1,1667,Comanche,53_hand,moʔo,moʔo,,,Miller1984,53_hand-2,false,,,
Comanche-54_arm-1,1699,Comanche,54_arm,pɨra,pɨra,,,Miller1984,54_arm-1,false,,,
Comanche-55_rope-1,3446,Comanche,55_rope,wia,wia,,,Miller1984,55_rope-3,false,,,JHH: Probably (3)
Comanche-56_belly-1,1750,Comanche,56_belly,sappɨh,sappɨh,,,Miller1984,56_belly-3,false,,,
Comanche-57_navelbellybutton-1,1782,Comanche,57_navelbellybutton,siiku,siiku,,,Miller1984,57_navelbellybutton-2,false,,,
Comanche-58_neck-1,1814,Comanche,58_neck,toyo,toyo,,,Miller1984,58_neck-2,false,,,
Comanche-59_breast-1,1846,Comanche,59_breast,pici,pici,,,Miller1984,59_breast-1,false,,,
Comanche-60_heart-1,1878,Comanche,60_heart,pihi,pihi,,,Miller1984,60_heart-1,false,,,
Comanche-61_liver-1,1910,Comanche,61_liver,nɨmɨ,nɨmɨ,,,Miller1984,61_liver-1,false,,,
Comanche-62_drink-1,1942,Comanche,62_drink,hivi,hivi,,,Miller1984,62_drink-1,false,,,
Comanche-63_eat-1,1974,Comanche,63_eat,tɨkka,tɨkka,,,Miller1984,63_eat-1,false,,,
Comanche-64_bite-1,2006,Comanche,64_bite,kɨc-cia,kɨc-cia,,,Miller1984,64_bite-1,false,,,
Comanche-65_vomit-1,2038,Comanche,65_vomit,ooʔi,ooʔi,,,Miller1984,65_vomit-1,false,,,JHH: I like this in (1)
Comanche-66_see-1,2070,Comanche,66_see,puni,puni,,,Miller1984,66_see-1,false,,,
Comanche-67_hear-1,2102,Comanche,67_hear,naka,naka,,,Miller1984,67_hear-1,false,,,
Comanche-68_know-1,2134,Comanche,68_know,suapettai,suapettai,,,Miller1984,68_know-1,false,,,
Comanche-68_know-2,5224,Comanche,68_know,sumpanaʔi-tɨ,sumpanaʔi-tɨ,,,Miller1984,68_know-1,false,,,
Comanche-69_sleep-1,2166,Comanche,69_sleep,ɨɨpɨi,ɨɨpɨi,,,Miller1984,69_sleep-1,false,,,
Comanche-70_die-1,2198,Comanche,70_die,tɨyai,tɨyai,,,Miller1984,70_die-1,false,,,
Comanche-71_kill-1,2230,Comanche,71_kill,pekka,pekka,,,Miller1984,71_kill-2,false,,,
Comanche-72_fly-1,2262,Comanche,72_fly,yɨcɨ,yɨcɨ,,,Miller1984,72_fly-1,false,,,
Comanche-73_walk-1,2294,Comanche,73_walk,miʔa,miʔa,,,Miller1984,73_walk-2,false,,,
Comanche-74_come-1,2326,Comanche,74_come,kimma,kimma,,,Miller1984,74_come-1,false,,,
Comanche-75_lie-1,2358,Comanche,75_lie,havi,havi,,,Miller1984,75_lie-1,false,,,
Comanche-76_sitsitdown-1,2390,Comanche,76_sitsitdown,kattɨ,kattɨ,,,Miller1984,76_sitsitdown-1,false,,,
Comanche-77_standup-1,2422,Comanche,77_standup,wɨnnɨ,wɨnnɨ,,,Miller1984,77_standup-1,false,,,
Comanche-78_throw-1,2454,Comanche,78_throw,tɨtawɨɨ,tɨtawɨɨ,,,Miller1984,78_throw-2,false,,,
Comanche-79_give-1,2486,Comanche,79_give,uttu,uttu,,,Miller1984,79_give-2,false,,,
Comanche-80_say-1,2518,Comanche,80_say,niikwi,niikwi,,,Miller1984,80_say-11,false,,,
Comanche-81_sing-1,2550,Comanche,81_sing,tɨnikwɨ,tɨnikwɨ,,,Miller1984,81_sing-2,false,,,
Comanche-82_sun-1,2582,Comanche,82_sun,tave,tave,,,Miller1984,82_sun-1,false,,,
Comanche-83_moon-1,2614,Comanche,83_moon,mɨa,mɨa,,,Miller1984,83_moon-1,false,,,
Comanche-84_star-1,2646,Comanche,84_star,tacinu-pi,tacinu-pi,,,Miller1984,84_star-1,false,,,
Comanche-85_sky-1,2678,Comanche,85_sky,tommoo-pi,tommoo-pi,,,Miller1984,85_sky-5,false,,,
Comanche-86_water-1,2710,Comanche,86_water,paa,paa,,,Miller1984,86_water-1,false,,,
Comanche-87_wind-1,2742,Comanche,87_wind,nɨe-pi,nɨe-pi,,,Miller1984,87_wind-2,false,,,
Comanche-88_rain-1,2774,Comanche,88_rain,ɨma,ɨma,,,Miller1984,88_rain-1,false,,,
Comanche-89_snow-1,2806,Comanche,89_snow,takka-vi,takka-vi,,,Miller1984,89_snow-2,false,,,(prob. takka-)
Comanche-90_stonerock-1,2838,Comanche,90_stonerock,tɨ-pi,tɨ-pi,,,Miller1984,90_stonerock-1,false,,,
Comanche-91_sand-1,2870,Comanche,91_sand,pasiwa(a)-pi,pasiwa-pi,,,Miller1984,91_sand-1,false,,,
Comanche-92_earth-1,2902,Comanche,92_earth,soko-vi,soko-vi,,,Miller1984,92_earth-2,false,,,
Comanche-93_salt-1,2934,Comanche,93_salt,onna-vi,onna-vi,,,Miller1984,93_salt-1,false,,,
Comanche-94_cloud-1,2966,Comanche,94_cloud,tommoakattɨ,tommoakattɨ,,,Miller1984,94_cloud-1,false,,,
Comanche-95_smoke-1,2998,Comanche,95_smoke,kukkwii,kukkwii,,,Miller1984,95_smoke-1,false,,,
Comanche-96_fire-1,3030,Comanche,96_fire,kottooppɨh,kottooppɨh,,,Canonge1958,96_fire-5,false,,,
Comanche-97_ash-1,3062,Comanche,97_ash,etuhsippɨh,etuhsippɨh,,,Miller1984,97_ash-1,false,,,
Comanche-98_burn-1,3094,Comanche,98_burn,weha,weha,,,Miller1984,98_burn-2,false,,,
Comanche-99_pathroad-1,3126,Comanche,99_pathroad,puʔe,puʔe,,,Miller1984,99_pathroad-1,false,,,
Comanche-100_mountain-1,3158,Comanche,100_mountain,toya-vi,toya-vi,,,Miller1984,100_mountain-1,false,,,
Comanche-101_red-1,3190,Comanche,101_red,eka-,eka-,,,Miller1984,101_red-1,false,,,
Comanche-102_green-1,3222,Comanche,102_green,epe-,epe-,,,Miller1984,102_green-16,false,,,
Comanche-103_yellow-1,3254,Comanche,103_yellow,oha-,oha-,,,Miller1984,103_yellow-1,false,,,
Comanche-104_white-1,3286,Comanche,104_white,tosa-pihtɨn,tosa-pihtɨn,,,Miller1984,104_white-1,false,,,
Comanche-105_black-1,3318,Comanche,105_black,tuhu(h/p)-pihtɨ,tuhu-pihtɨ,,,Miller1984,105_black-1,false,,,
Comanche-106_night-1,3350,Comanche,106_night,tukani,tukani,,,Miller1984,106_night-1,false,,,
Comanche-107_name-1,3382,Comanche,107_name,nahnia,nahnia,,,Miller1984,107_name-1,false,,,
Comanche-108_year-1,3414,Comanche,108_year,tommo,tommo,,,Miller1984,108_year-1,false,,,
Comanche-110_three-1,3694,Comanche,110_three,pahihtï,pahihtï,,,Miller1984,110_three-1,false,,,
Comanche-111_four-1,3729,Comanche,111_four,haya-rokwe,haya-rokwe,,,Miller1984,111_four-5,false,,,(two-exact)
Comanche-112_five-1,3763,Comanche,112_five,manekihty7,manekihty7,,,Robinson1990,112_five-1,false,,,
Comanche-112_five-2,5464,Comanche,112_five,mo'o-be',mo'o-be',,,Robinson1990,112_five-X,false,,,
Comanche-113_six-1,3797,Comanche,113_six,naabaitï,naabaitï,,,Miller1984,113_six-1,false,,,
Comanche-114_i-1,4069,Comanche,114_i,nɯʔ,nɯʔ,,,Miller1984,114_i-1,false,,,
Comanche-115_yousing-1,4104,Comanche,115_yousing,ɯnɯ,ɯnɯ,,,Miller1984,115_yousing-1,false,,,
Comanche-116_we-1,4139,Comanche,116_we,tɑnɯ,tɑnɯ,,,Miller1984,116_we-1,false,,,
Comanche-117_what-1,5505,Comanche,117_what,hīni,hīni,,,Miller1984,117_what-2,false,,,
Comanche-117_what-2,4174,Comanche,117_what,hini,hini,,,Miller1984,117_what-2,false,,,
Comanche-118_who-1,4209,Comanche,118_who,hɑkɑtɯ,hɑkɑtɯ,,,Miller1984,118_who-1,false,,,
Comanche-119_this-1,5526,Comanche,119_this,ittɯ,ittɯ,,,Miller1984,119_this-3,false,,,
Comanche-119_this-2,4244,Comanche,119_this,isɯ,isɯ,,,Miller1984,,false,,,
Comanche-120_that-1,5544,Comanche,120_that,uti,uti,,,Miller1984,120_that-2,false,,,distal
Comanche-120_that-2,4279,Comanche,120_that,oti,oti,,,Miller1984,120_that-2,false,,,proximal
Comanche-121_all-1,5584,Comanche,121_all,ojɯ̥,ojɯ̥,,,Miller1984,121_all-1,false,,,
Comanche-121_all-2,4314,Comanche,121_all,ojo-,ojo-,,,Miller1984,121_all-1,false,,,
Comanche-122_swim-1,4349,Comanche,122_swim,pɑhɑpittɯ,pɑhɑpittɯ,,,Miller1984,122_swim-2,false,,,
SantaAna-1_nonot-1,6045,SantaAna,1_nonot,zá,zá,,,Miller1963,1_nonot-40,false,,,
SantaAna-3_one-1,6049,SantaAna,3_one,ʔïskᴀ,ʔïskᴀ,,,Miller1963,3_one-40,false,,,
SantaAna-4_two-1,6054,SantaAna,4_two,dYû·mí·,dYû·mí·,,,Miller1963,4_two-40,false,,,
SantaAna-6_old-1,6058,SantaAna,6_old,záwini,záwini,,,Miller1963,6_old-40,false,,,
SantaAna-7_small-1,6062,SantaAna,7_small,rī́·-,rī́·-,,,Miller1963,7_small-40,false,,,
SantaAna-10_new-1,6066,SantaAna,10_new,nà·ce·-za,nà·ce·-za,,,Miller1963,10_new-40,false,,,
SantaAna-11_good-1,6070,SantaAna,11_good,ráwá·,ráwá·,,,Miller1963,11_good-40,false,,,
SantaAna-12_round-1,6074,SantaAna,12_round,sk̉ī́r̉ɪcɪ,sk̉ī́r̉ɪcɪ,,,Miller1963,12_round-40,false,,,
SantaAna-15_sharpblade-1,6078,SantaAna,15_sharpblade,st̉úw̉ɪcɪ,st̉úw̉ɪcɪ,,,Miller1963,15_sharpblade-40,false,,,it is sharp
SantaAna-17_full-1,6083,SantaAna,17_full,gī́·t̉á,gī́·t̉á,,,Miller1963,17_full-40,false,,,it is fill
SantaAna-19_hot-1,6087,SantaAna,19_hot,ʔī̉rī̉·,ʔī̉rī̉·,,,Miller1963,19_hot-40,false,,,
SantaAna-20_woman-1,6092,SantaAna,20_woman,k̉ú·,k̉ú·,,,Miller1963,20_woman-40,false,,,
SantaAna-20_woman-2,6093,SantaAna,20_woman,k̉úwí-za,k̉úwí-za,,,Miller1963,20_woman-40,false,,,
SantaAna-21_man-1,6096,SantaAna,21_man,hác̣īcE,hác̣īcE,,,Miller1963,21_man-40,false,,,
SantaAna-23_fish-1,6100,SantaAna,23_fish,sk̉à·šɪ,sk̉à·šɪ,,,Miller1963,23_fish-40,false,,,
SantaAna-24_bird-1,6104,SantaAna,24_bird,sír̉ú,sír̉ú,,,Miller1963,24_bird-40,false,,,
SantaAna-25_dog-1,6108,SantaAna,25_dog,díyᴀ,díyᴀ,,,Miller1963,25_dog-40,false,,,
SantaAna-26_louse-1,6112,SantaAna,26_louse,šína·,šína·,,,Miller1963,26_louse-40,false,,,"flea, louse"
SantaAna-27_snake-1,6116,SantaAna,27_snake,ṣúwi·,ṣúwi·,,,Miller1963,27_snake-40,false,,,
SantaAna-29_bark-1,6120,SantaAna,29_bark,ʔí·č̉ánání,ʔí·č̉ánání,,,Miller1963,29_bark-40,false,,,
SantaAna-30_leaf-1,6124,SantaAna,30_leaf,másâ·ni,másâ·ni,,,Miller1963,30_leaf-40,false,,,
SantaAna-31_root-1,6128,SantaAna,31_root,wá·wáiẓīni,wá·wáiẓīni,,,Miller1963,31_root-40,false,,,
SantaAna-32_seed-1,6132,SantaAna,32_seed,gáwɪcɪ,gáwɪcɪ,,,Miller1963,32_seed-40,false,,,
SantaAna-32_seed-2,6136,SantaAna,32_seed,hí·ẓani,hí·ẓani,,,Miller1963,32_seed-41,false,,,
SantaAna-33_blood-1,6138,SantaAna,33_blood,m̉áʔac̉í,m̉áʔac̉í,,,Miller1963,33_blood-40,false,,,
SantaAna-34_meat-1,6142,SantaAna,34_meat,ʔíšâ·ni,ʔíšâ·ni,,,Miller1963,34_meat-40,false,,,
SantaAna-35_skin-1,6145,SantaAna,35_skin,písč̉ánani,písč̉ánani,,,Miller1963,35_skin-40,false,,,
SantaAna-36_bone-1,6148,SantaAna,36_bone,hà·sgīni,hà·sgīni,,,Miller1963,36_bone-40,false,,,
SantaAna-37_greasefat-1,6152,SantaAna,37_greasefat,ʔíṣat̉ɪ,ʔíṣat̉ɪ,,,Miller1963,37_greasefat-40,false,,,
SantaAna-38_egg-1,6155,SantaAna,38_egg,n̉áwiʔik̉ᴀ,n̉áwiʔik̉ᴀ,,,Miller1963,38_egg-40,false,,,
SantaAna-39_horn-1,6159,SantaAna,39_horn,zác̣ᴀ,zác̣ᴀ,,,Miller1963,39_horn-40,false,,,
SantaAna-41_feather-1,6163,SantaAna,41_feather,há·bí,há·bí,,,Miller1963,41_feather-40,false,,,
SantaAna-42_hair-1,6167,SantaAna,42_hair,há·ẓánɪ,há·ẓánɪ,,,Miller1963,42_hair-40,false,,,
SantaAna-43_head-1,6172,SantaAna,43_head,gánásgái,gánásgái,,,Miller1963,43_head-40,false,,,
SantaAna-44_ear-1,6175,SantaAna,44_ear,séỷù·pe,séỷù·pe,,,Miller1963,44_ear-40,false,,,
SantaAna-45_eye-1,6179,SantaAna,45_eye,húwanáʔani,húwanáʔani,,,Miller1963,45_eye-40,false,,,
SantaAna-45_eye-2,6183,SantaAna,45_eye,k̉â·na,k̉â·na,,,Miller1963,45_eye-41,false,,,
SantaAna-46_nose-1,6186,SantaAna,46_nose,w̉íš·ni,w̉íš·ni,,,Miller1963,46_nose-40,false,,,
SantaAna-46_nose-2,6188,SantaAna,46_nose,gáw̉ì·šɪ,gáw̉ì·šɪ,,,Miller1963,46_nose-40,false,,,
SantaAna-47_mouth-1,6193,SantaAna,47_mouth,zî·k̉ᴀ,zî·k̉ᴀ,,,Miller1963,47_mouth-40,false,,,
SantaAna-48_tooth-1,6198,SantaAna,48_tooth,háʔáč̉anani,háʔáč̉anani,,,Miller1963,48_tooth-40,false,,,
SantaAna-49_tongue-1,6202,SantaAna,49_tongue,wá·-činɪ,wá·-činɪ,,,Miller1963,49_tongue-40,false,,,
SantaAna-50_clawnail-1,6207,SantaAna,50_clawnail,háʔáw̉í·č̉ánani,háʔáw̉í·č̉ánani,,,Miller1963,50_clawnail-40,false,,,
SantaAna-51_foot-1,6212,SantaAna,51_foot,kásdi,kásdi,,,Miller1963,51_foot-40,false,,,
SantaAna-52_knee-1,6216,SantaAna,52_knee,gả·šɪ,gả·šɪ,,,Miller1963,52_knee-40,false,,,
SantaAna-53_hand-1,6220,SantaAna,53_hand,w̉ínuskᴀ,w̉ínuskᴀ,,,Miller1963,53_hand-40,false,,,
SantaAna-54_arm-1,6226,SantaAna,54_arm,gáỷû·m̉ɪ,gáỷû·m̉ɪ,,,Miller1963,54_arm-40,false,,,
SantaAna-55_rope-1,6400,SantaAna,55_rope,ʔúsiwisdyán̉ɪ,ʔúsiwisdyán̉ɪ,,,Miller1963,55_rope-40,false,,,
SantaAna-56_belly-1,6239,SantaAna,56_belly,kú·nač̉ᴀɪ,kú·nač̉ᴀɪ,,,Miller1963,56_belly-40,false,,,his stomach
SantaAna-57_navelbellybutton-1,6243,SantaAna,57_navelbellybutton,hádáw̉ini,hádáw̉ini,,,Miller1963,57_navelbellybutton-40,false,,,
SantaAna-57_navelbellybutton-2,6244,SantaAna,57_navelbellybutton,hâ·dáw̉ani,hâ·dáw̉ani,,,Miller1963,57_navelbellybutton-40,false,,,
SantaAna-58_neck-1,6248,SantaAna,58_neck,gáwî·ẓa,gáwî·ẓa,,,Miller1963,58_neck-40,false,,,
SantaAna-59_breast-1,6252,SantaAna,59_breast,gáwic̉ɪ,gáwic̉ɪ,,,Miller1963,59_breast-40,false,,,
SantaAna-60_heart-1,6256,SantaAna,60_heart,w̉ínuskᴀ,w̉ínuskᴀ,,,Miller1963,60_heart-41,false,,,
SantaAna-61_liver-1,6260,SantaAna,61_liver,ʔíʔínâ·ni,ʔíʔínâ·ni,,,Miller1963,61_liver-40,false,,,
SantaAna-62_drink-1,6265,SantaAna,62_drink,gī̀sk̉ᴀ,gī̀sk̉ᴀ,,,Miller1963,62_drink-40,false,,,
SantaAna-63_eat-1,6231,SantaAna,63_eat,kủ·pE,kủ·pE,,,Miller1963,63_eat-40,false,,,
SantaAna-64_bite-1,6235,SantaAna,64_bite,gà·ku,gà·ku,,,Miller1963,64_bite-40,false,,,he bit him
SantaAna-66_see-1,6270,SantaAna,66_see,gù·kᴀčᴀ,gù·kᴀčᴀ,,,Miller1963,66_see-40,false,,,he saw it
SantaAna-67_hear-1,6274,SantaAna,67_hear,káká·,káká·,,,Miller1963,67_hear-40,false,,,he heard
SantaAna-68_know-1,6278,SantaAna,68_know,gúnu,gúnu,,,Miller1963,68_know-40,false,,,
SantaAna-70_die-1,6283,SantaAna,70_die,kù·st̉u,kù·st̉u,,,Miller1963,70_die-40,false,,,he died
SantaAna-71_kill-1,6287,SantaAna,71_kill,gúmudYucᴀ,gúmudYucᴀ,,,Miller1963,71_kill-40,false,,,
SantaAna-72_fly-1,6291,SantaAna,72_fly,c̉â·pɪ,c̉â·pɪ,,,Miller1963,72_fly-40,false,,,
SantaAna-75_lie-1,6295,SantaAna,75_lie,káʔáizi,káʔáizi,,,Miller1963,75_lie-40,false,,,he lay down
SantaAna-79_give-1,6298,SantaAna,79_give,zâuʔU,zâuʔU,,,Miller1963,79_give-40,false,,,he gave it (long or flat obj.) to him
SantaAna-79_give-2,6303,SantaAna,79_give,gù·di,gù·di,,,Miller1963,79_give-41,false,,,he gave it to him
SantaAna-80_say-1,6307,SantaAna,80_say,k̉áza,k̉áza,,,Miller1963,80_say-40,false,,,he said
SantaAna-81_sing-1,6311,SantaAna,81_sing,súỷù·tᴀ,súỷù·tᴀ,,,Miller1963,81_sing-40,false,,,
SantaAna-82_sun-1,6315,SantaAna,82_sun,ʔúṣâ·c̣ᴀ,ʔúṣâ·c̣ᴀ,,,Miller1963,82_sun-40,false,,,
SantaAna-83_moon-1,6319,SantaAna,83_moon,dáw̉ả·ẓᴀ,dáw̉ả·ẓᴀ,,,Miller1963,83_moon-40,false,,,
SantaAna-84_star-1,6322,SantaAna,84_star,šỉ·dYỉ·tᴀ,šỉ·dYỉ·tᴀ,,,Miller1963,84_star-40,false,,,
SantaAna-85_sky-1,6326,SantaAna,85_sky,húwak̉ᴀ,húwak̉ᴀ,,,Miller1963,85_sky-40,false,,,
SantaAna-86_water-1,6330,SantaAna,86_water,c̉ícɪ,c̉ícɪ,,,Miller1963,86_water-40,false,,,
SantaAna-88_rain-1,6334,SantaAna,88_rain,kà·čᴀ,kà·čᴀ,,,Miller1963,88_rain-40,false,,,
SantaAna-88_rain-2,6336,SantaAna,88_rain,ká·čání,ká·čání,,,Miller1963,88_rain-40,false,,,
SantaAna-89_snow-1,6340,SantaAna,89_snow,háwe,háwe,,,Miller1963,89_snow-40,false,,,
SantaAna-90_stonerock-1,6344,SantaAna,90_stonerock,ỷâuni,ỷâuni,,,Miller1963,90_stonerock-40,false,,,
SantaAna-91_sand-1,6348,SantaAna,91_sand,yáʔái,yáʔái,,,Miller1963,91_sand-40,false,,,
SantaAna-93_salt-1,6352,SantaAna,93_salt,m̉ína,m̉ína,,,Miller1963,93_salt-40,false,,,
SantaAna-94_cloud-1,6356,SantaAna,94_cloud,hénat̉ɪ,hénat̉ɪ,,,Miller1963,94_cloud-40,false,,,
SantaAna-95_smoke-1,6359,SantaAna,95_smoke,k̉úr̉ar̉ᴀkᴀ,k̉úr̉ar̉ᴀkᴀ,,,Miller1963,95_smoke-40,false,,,
SantaAna-97_ash-1,6362,SantaAna,97_ash,m̉ísč̉ai,m̉ísč̉ai,,,Miller1963,97_ash-40,false,,,
SantaAna-98_burn-1,6365,SantaAna,98_burn,kī́·c̣īkᴀ,kī́·c̣īkᴀ,,,Miller1963,98_burn-40,false,,,
SantaAna-99_pathroad-1,6369,SantaAna,99_pathroad,híyâ·ni,híyâ·ni,,,Miller1963,99_pathroad-40,false,,,
SantaAna-100_mountain-1,6373,SantaAna,100_mountain,k̉ú·tí,k̉ú·tí,,,Miller1963,100_mountain-40,false,,,
SantaAna-102_green-1,6378,SantaAna,102_green,k̉ùiskī,k̉ùiskī,,,Miller1963,102_green-40,false,,,"it is blue, green"
SantaAna-103_yellow-1,6382,SantaAna,103_yellow,k̉ú·čin̉ɪ,k̉ú·čin̉ɪ,,,Miller1963,103_yellow-40,false,,,
SantaAna-104_white-1,6387,SantaAna,104_white,gášé,gášé,,,Miller1963,104_white-40,false,,,
SantaAna-105_black-1,6390,SantaAna,105_black,mī̂·nagan̉ɪ,mī̂·nagan̉ɪ,,,Miller1963,105_black-40,false,,,
SantaAna-106_night-1,6393,SantaAna,106_night,núya,núya,,,Miller1963,106_night-40,false,,,
SantaAna-107_name-1,6397,SantaAna,107_name,ʔé·gá,ʔé·gá,,,Miller1963,107_name-40,false,,,
SantaAna-110_three-1,6404,SantaAna,110_three,čémɪ,čémɪ,,,Miller1963,110_three-40,false,,,
SantaAna-111_four-1,6408,SantaAna,111_four,dYâ·na,dYâ·na,,,Miller1963,111_four-40,false,,,
SantaAna-112_five-1,6412,SantaAna,112_five,tâ·m̉ᴀ,tâ·m̉ᴀ,,,Miller1963,112_five-40,false,,,
SantaAna-113_six-1,6416,SantaAna,113_six,sč̉ísᴀ,sč̉ísᴀ,,,Miller1963,113_six-40,false,,,
SantaDomingo-1_nonot-1,6046,SantaDomingo,1_nonot,zá,zá,,,Miller1963,1_nonot-40,false,,,
